course_id,title,institution,institution_abbrev,institution_type,url,qualification_level,course_code,minor_second_major,admission_type,qualification_required,jae_aggregate,description,source_file,matched_majors,matched_domains,confidence,match_method,needs_review,suggested_majors
r60-business,Business,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r60-business,Diploma,R60,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,6 - 16,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,International Business (0.53); Nursing (0.53); Business Administration (0.52)
t10-business,Business,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t10-business,Diploma,T10,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,5 - 12,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,International Business (0.53); Nursing (0.53); Business Administration (0.52)
c25-biomedical-science-with-analytics,Biomedical Science with Analytics,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c25-biomedical-science-with-analytics,Diploma,C25,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,Biological Sciences,0.5,domain_keyword,True,Biomedical Engineering (0.58); Environmental Science (0.52); Political Science (0.52)
n59-biomedical-science,Biomedical Science,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n59-biomedical-science,Diploma,N59,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,Animal Science,Biological Sciences|Veterinary and Agriculture Sciences,0.75,fuzzy,False,Animal Science (0.75); Political Science (0.74); Environmental Science (0.72)
r14-biomedical-science,Biomedical Science,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r14-biomedical-science,Diploma,R14,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,Animal Science,Biological Sciences|Veterinary and Agriculture Sciences,0.75,fuzzy,False,Animal Science (0.75); Political Science (0.74); Environmental Science (0.72)
t56-common-engineering-programme,Common Engineering Programme,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t56-common-engineering-programme,Diploma,T56,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,,Engineering,0.5,domain_keyword,True,Chemical Engineering (0.58); Civil Engineering (0.58); Biomedical Engineering (0.56)
s40-common-engineering-programme,Common Engineering Programme,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s40-common-engineering-programme,Diploma,S40,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,,,196polytechniccourses.html,,Engineering,0.5,domain_keyword,True,Chemical Engineering (0.58); Civil Engineering (0.58); Biomedical Engineering (0.56)
r42-common-engineering-programme,Common Engineering Programme,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r42-common-engineering-programme,Diploma,R42,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,Engineering,0.5,domain_keyword,True,Chemical Engineering (0.58); Civil Engineering (0.58); Biomedical Engineering (0.56)
n71-common-engineering-programme,Common Engineering Programme,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n71-common-engineering-programme,Diploma,N71,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,,Engineering,0.5,domain_keyword,True,Chemical Engineering (0.58); Civil Engineering (0.58); Biomedical Engineering (0.56)
t71-common-design-programme,Common Design Programme,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t71-common-design-programme,Diploma,T71,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,,Arts and Design,0.5,domain_keyword,True,Fashion Design (0.5); Graphic Design (0.5); Industrial Design (0.5)
c28-common-design-and-media-programme,Common Design & Media Programme,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c28-common-design-and-media-programme,Diploma,C28,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,Journalism,Arts and Design|Communication|Politics and Social Studies,0.95,keyword,False,Digital Media (0.5); Fashion Design (0.5); Graphic Design (0.5)
t01-common-business-programme,Common Business Programme,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t01-common-business-programme,Diploma,T01,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,5 - 12,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (0.5); International Business (0.5); Counseling (0.4)
n97-common-business-programme,Common Business Programme,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n97-common-business-programme,Diploma,N97,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,3 - 11,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (0.5); International Business (0.5); Counseling (0.4)
r57-common-business-programme,Common Business Programme,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r57-common-business-programme,Diploma,R57,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,13 - 20,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (0.5); International Business (0.5); Counseling (0.4)
s31-common-business-programme,Common Business Programme,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s31-common-business-programme,Diploma,S31,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,5 - 12,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (0.5); International Business (0.5); Counseling (0.4)
c34-common-business-programme,Common Business Programme,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c34-common-business-programme,Diploma,C34,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,5 - 14,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (0.5); International Business (0.5); Counseling (0.4)
c24-common-business-and-technology-programme,Common Business & Technology Programme,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c24-common-business-and-technology-programme,Diploma,C24,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,Business Administration,Business and Economics|Politics and Social Studies,0.95,keyword,False,Business Administration (0.5); Information Technology (0.5); International Business (0.5)
r65-common-arts-media-and-design-programme,"Common Arts, Media & Design Programme",Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r65-common-arts-media-and-design-programme,Diploma,R65,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,Journalism,Arts and Design|Communication|Politics and Social Studies,0.95,keyword,False,Digital Media (0.5); Fashion Design (0.5); Graphic Design (0.5)
c75-cloud-engineering,Cloud Engineering,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c75-cloud-engineering,Diploma,C75,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,Chemical Engineering|Civil Engineering,Engineering|Physical and Environment Sciences,0.82,fuzzy,False,Civil Engineering (0.82); Chemical Engineering (0.76); Biomedical Engineering (0.72)
s68-civil-engineering,Civil Engineering,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s68-civil-engineering,Diploma,S68,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,,,196polytechniccourses.html,Civil Engineering,Engineering|Physical and Environment Sciences,0.95,keyword,False,Civil Engineering (1.0); Chemical Engineering (0.81); Electrical Engineering (0.77)
n70-chinese-studies,Chinese Studies,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n70-chinese-studies,Diploma,N70,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,,Language and Area Studies,0.5,domain_keyword,True,Area Studies (0.67); Film Studies (0.67); Social Justice Studies (0.65)
t40-communications-and-media-management,Communications & Media Management,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t40-communications-and-media-management,Diploma,T40,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,Journalism,Business and Economics|Communication|Politics and Social Studies,0.95,keyword,False,Media and Communications (0.67); Investment Management (0.56); Public Safety and Emergency Management (0.56)
t59-communication-design,Communication Design,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t59-communication-design,Diploma,T59,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,,Arts and Design|Communication,0.5,domain_keyword,True,Mass Communication (0.68); Fashion Design (0.65); Media and Communications (0.64)
c30-communication-and-motion-design,Communication & Motion Design,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c30-communication-and-motion-design,Diploma,C30,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,Arts and Design|Communication,0.5,domain_keyword,True,Mass Communication (0.55); Media and Communications (0.53); Fashion Design (0.51)
r63-common-sports-and-health-programme,Common Sports & Health Programme,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r63-common-sports-and-health-programme,Diploma,R63,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,Medicine Sciences,0.5,domain_keyword,True,Community Health (0.54); Global Health (0.5); Health Education (0.5)
n15-common-science-programme,Common Science Programme,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n15-common-science-programme,Diploma,N15,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Food Science (0.56); Computer Science (0.55); Actuarial Science (0.5)
c27-common-science-programme,Common Science Programme,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c27-common-science-programme,Diploma,C27,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Food Science (0.56); Computer Science (0.55); Actuarial Science (0.5)
r59-common-science-programme,Common Science Programme,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r59-common-science-programme,Diploma,R59,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Food Science (0.56); Computer Science (0.55); Actuarial Science (0.5)
t70-common-science-programme,Common Science Programme,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t70-common-science-programme,Diploma,T70,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Food Science (0.56); Computer Science (0.55); Actuarial Science (0.5)
s28-common-science-programme,Common Science Programme,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s28-common-science-programme,Diploma,S28,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Food Science (0.56); Computer Science (0.55); Actuarial Science (0.5)
n14-common-media-programme,Common Media Programme,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n14-common-media-programme,Diploma,N14,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,Journalism,Communication|Politics and Social Studies,0.95,keyword,False,Digital Media (0.5); Community Health (0.42); Biomedical Engineering (0.41)
s32-common-ict-programme,Common ICT Programme,Singapore Polytechnic,SP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/s32-common-ict-programme,Diploma,S32,,"DAE, JPAE, Poly EAE, PFP Singapore Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Community Health (0.39); Music Production (0.39); Photography (0.39)
c36-common-ict-programme,Common ICT Programme,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c36-common-ict-programme,Diploma,C36,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Community Health (0.39); Music Production (0.39); Photography (0.39)
t63-common-ict-programme,Common ICT Programme,Temasek Polytechnic,TP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/t63-common-ict-programme,Diploma,T63,,"JPAE, Poly EAE, PFP, DAE Temasek Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Community Health (0.39); Music Production (0.39); Photography (0.39)
r58-common-ict-programme,Common ICT Programme,Republic Polytechnic,RP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/r58-common-ict-programme,Diploma,R58,,"DAE, JPAE, Poly EAE, PFP Republic Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Community Health (0.39); Music Production (0.39); Photography (0.39)
n98-common-ict-programme,Common ICT Programme,Ngee Ann Polytechnic,NP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/n98-common-ict-programme,Diploma,N98,,"DAE, JPAE, Poly EAE, PFP Ngee Ann Polytechnic",,,,196polytechniccourses.html,,,0.0,none,True,Community Health (0.39); Music Production (0.39); Photography (0.39)
c42-common-engineering-programme,Common Engineering Programme,Nanyang Polytechnic,NYP,polytechnic,https://www.moe.gov.sg/coursefinder/coursedetail/c42-common-engineering-programme,Diploma,C42,,"DAE, JPAE, Poly EAE, PFP Nanyang Polytechnic",,,,196polytechniccourses.html,,Engineering,0.5,domain_keyword,True,Chemical Engineering (0.58); Civil Engineering (0.58); Biomedical Engineering (0.56)
